94846KORD ORD20140601000010306/01/14 00:00:31  5-MIN KORD 010600Z 12004KT 10SM CLR 18/11 A3008 520 60 1100 130/04 RMK AO2 T01830106
94846KORD ORD20140601000510306/01/14 00:05:31  5-MIN KORD 010605Z 12005KT 10SM CLR 19/11 A3008 520 58 1100 130/05 RMK AO2 T01890106
94846KORD ORD20140601001010306/01/14 00:10:31  5-MIN KORD 010610Z 13005KT 10SM CLR 19/11 A3008 520 58 1100 130/05 RMK AO2 T01890106
94846KORD ORD20140601001510306/01/14 00:15:31  5-MIN KORD 010615Z 13005KT 10SM CLR 18/11 A3008 520 62 1100 140/05 RMK AO2 T01830111
94846KORD ORD20140601002010306/01/14 00:20:31  5-MIN KORD 010620Z 13004KT 10SM CLR 19/11 A3008 520 58 1200 140/04 RMK AO2 T01940111
94846KORD ORD20140601002510306/01/14 00:25:31  5-MIN KORD 010625Z 13004KT 10SM CLR 19/11 A3008 520 58 1200 140/04 RMK AO2 T01940111
94846KORD ORD20140601003010306/01/14 00:30:31  5-MIN KORD 010630Z 14004KT 10SM CLR 19/11 A3008 520 58 1200 140/04 RMK AO2 T01940111
94846KORD ORD20140601003510306/01/14 00:35:31  5-MIN KORD 010635Z 15005KT 10SM CLR 19/11 A3008 520 60 1100 150/05 RMK AO2 T01890111
94846KORD ORD20140601004010306/01/14 00:40:31  5-MIN KORD 010640Z 16004KT 10SM CLR 19/11 A3008 520 60 1100 160/04 RMK AO2 T01890111
94846KORD ORD20140601004511006/01/14 00:45:31  5-MIN KORD 010645Z 15004KT 10SM CLR 19/11 A3008 520 60 1100 160/04 RMK AO2 SLP181 T01890111
94846KORD ORD20140601005011306/01/14 00:50:31  5-MIN KORD 010650Z 16004KT 10SM SCT250 19/11 A3008 530 60 1100 170/04 RMK AO2 SLP179 T01890111
94846KORD ORD20140601005510306/01/14 00:55:31  5-MIN KORD 010655Z 16005KT 10SM CLR 19/11 A3008 530 60 1100 170/05 RMK AO2 T01890111
94846KORD ORD20140601010010306/01/14 01:00:31  5-MIN KORD 010700Z 17004KT 10SM CLR 19/11 A3008 530 58 1200 170/04 RMK AO2 T01940111
94846KORD ORD20140601010510306/01/14 01:05:31  5-MIN KORD 010705Z 00000KT 10SM CLR 19/12 A3008 530 62 1100 000/00 RMK AO2 T01890117
94846KORD ORD20140601011010306/01/14 01:10:31  5-MIN KORD 010710Z 00000KT 10SM CLR 19/12 A3007 530 60 1200 000/00 RMK AO2 T01940117
94846KORD ORD20140601011510306/01/14 01:15:31  5-MIN KORD 010715Z 00000KT 10SM CLR 19/12 A3007 530 60 1200 000/00 RMK AO2 T01940117
94846KORD ORD20140601012010306/01/14 01:20:31  5-MIN KORD 010720Z 00000KT 10SM CLR 19/12 A3007 530 62 1100 000/00 RMK AO2 T01890117
94846KORD ORD20140601012510306/01/14 01:25:31  5-MIN KORD 010725Z 00000KT 10SM CLR 19/12 A3007 530 60 1200 000/00 RMK AO2 T01940117
94846KORD ORD20140601013010306/01/14 01:30:31  5-MIN KORD 010730Z 00000KT 10SM CLR 19/12 A3007 530 62 1200 000/00 RMK AO2 T01940122
94846KORD ORD20140601013510306/01/14 01:35:31  5-MIN KORD 010735Z 15003KT 10SM CLR 19/12 A3008 530 60 1200 160/03 RMK AO2 T01940117
94846KORD ORD20140601014010306/01/14 01:40:31  5-MIN KORD 010740Z 15004KT 10SM CLR 19/12 A3007 530 60 1200 150/04 RMK AO2 T01940117
94846KORD ORD20140601014511006/01/14 01:45:31  5-MIN KORD 010745Z 15005KT 10SM CLR 19/12 A3008 530 62 1100 150/05 RMK AO2 SLP179 T01890117
94846KORD ORD20140601015011306/01/14 01:50:31  5-MIN KORD 010750Z 15005KT 10SM SCT250 19/12 A3008 530 65 1100 160/05 RMK AO2 SLP179 T01890122
94846KORD ORD20140601015510306/01/14 01:55:31  5-MIN KORD 010755Z 16005KT 10SM CLR 19/12 A3008 530 65 1100 160/05 RMK AO2 T01890122
94846KORD ORD20140601020010306/01/14 02:00:31  5-MIN KORD 010800Z 15006KT 10SM CLR 19/12 A3008 530 65 1100 150/06 RMK AO2 T01890122
94846KORD ORD20140601020510306/01/14 02:05:31  5-MIN KORD 010805Z 14006KT 10SM CLR 18/12 A3007 530 67 1100 140/06 RMK AO2 T01830122
94846KORD ORD20140601021010306/01/14 02:10:31  5-MIN KORD 010810Z 14007KT 10SM CLR 18/12 A3007 530 69 1000 140/07 RMK AO2 T01780122
94846KORD ORD20140601021510306/01/14 02:15:31  5-MIN KORD 010815Z 14008KT 10SM CLR 19/12 A3007 530 65 1100 150/08 RMK AO2 T01890122
94846KORD ORD20140601022010306/01/14 02:20:31  5-MIN KORD 010820Z 14007KT 10SM CLR 18/12 A3007 530 67 1100 140/07 RMK AO2 T01830122
94846KORD ORD20140601022510306/01/14 02:25:31  5-MIN KORD 010825Z 15007KT 10SM CLR 18/12 A3007 530 67 1100 150/07 RMK AO2 T01830122
94846KORD ORD20140601023010306/01/14 02:30:31  5-MIN KORD 010830Z 16006KT 10SM CLR 18/12 A3007 530 69 1000 160/06 RMK AO2 T01780122
94846KORD ORD20140601023510306/01/14 02:35:31  5-MIN KORD 010835Z 16006KT 10SM CLR 18/12 A3007 530 67 1100 160/06 RMK AO2 T01830122
94846KORD ORD20140601024010306/01/14 02:40:31  5-MIN KORD 010840Z 17006KT 10SM CLR 18/12 A3007 530 65 1100 170/06 RMK AO2 T01830117
94846KORD ORD20140601024511606/01/14 02:45:31  5-MIN KORD 010845Z 16006KT 10SM CLR 18/12 A3007 530 65 1100 170/06 RMK AO2 SLP177 T01830117 56004
94846KORD ORD20140601025011906/01/14 02:50:31  5-MIN KORD 010850Z 16006KT 10SM SCT240 18/12 A3007 530 67 1000 160/06 RMK AO2 SLP178 T01780117 56004
94846KORD ORD20140601025510306/01/14 02:55:31  5-MIN KORD 010855Z 16005KT 10SM CLR 18/12 A3007 530 65 1100 160/05 RMK AO2 T01830117
94846KORD ORD20140601030010306/01/14 03:00:31  5-MIN KORD 010900Z 15005KT 10SM CLR 18/12 A3007 530 65 1100 160/05 RMK AO2 T01830117
94846KORD ORD20140601030510306/01/14 03:05:31  5-MIN KORD 010905Z 15007KT 10SM CLR 18/12 A3007 530 67 1000 160/07 RMK AO2 T01780117
94846KORD ORD20140601031010306/01/14 03:10:31  5-MIN KORD 010910Z 15006KT 10SM CLR 17/12 A3007 530 69 1000 160/06 RMK AO2 T01720117
94846KORD ORD20140601031510306/01/14 03:15:31  5-MIN KORD 010915Z 16007KT 10SM CLR 17/12 A3007 530 69 1000 160/07 RMK AO2 T01720117
94846KORD ORD20140601032010306/01/14 03:20:31  5-MIN KORD 010920Z 16006KT 10SM CLR 17/12 A3007 530 69 1000 160/06 RMK AO2 T01720117
94846KORD ORD20140601032510306/01/14 03:25:31  5-MIN KORD 010925Z 16006KT 10SM CLR 18/12 A3007 530 67 1000 160/06 RMK AO2 T01780117
94846KORD ORD20140601033010306/01/14 03:30:31  5-MIN KORD 010930Z 16006KT 10SM CLR 17/12 A3007 530 69 1000 160/06 RMK AO2 T01720117
94846KORD ORD20140601033510306/01/14 03:35:31  5-MIN KORD 010935Z 16006KT 10SM CLR 17/12 A3007 530 69 1000 160/06 RMK AO2 T01720117
94846KORD ORD20140601034010306/01/14 03:40:31  5-MIN KORD 010940Z 16006KT 10SM CLR 17/12 A3007 540 69 1000 160/06 RMK AO2 T01720117
94846KORD ORD20140601034511006/01/14 03:45:31  5-MIN KORD 010945Z 16006KT 10SM CLR 18/12 A3007 540 67 1000 160/06 RMK AO2 SLP177 T01780117
94846KORD ORD20140601035012006/01/14 03:50:31  5-MIN KORD 010950Z 16005KT 10SM SCT240 SCT300 17/12 A3007 540 69 1000 160/05 RMK AO2 SLP177 T01720117
94846KORD ORD20140601035510306/01/14 03:55:31  5-MIN KORD 010955Z 16004KT 10SM CLR 18/12 A3007 540 67 1000 160/04 RMK AO2 T01780117
94846KORD ORD20140601040010306/01/14 04:00:31  5-MIN KORD 011000Z 16006KT 10SM CLR 18/12 A3007 530 67 1000 170/06 RMK AO2 T01780117
94846KORD ORD20140601040510306/01/14 04:05:31  5-MIN KORD 011005Z 16007KT 10SM CLR 17/11 A3007 530 67 1000 170/07 RMK AO2 T01720111
94846KORD ORD20140601041010306/01/14 04:10:31  5-MIN KORD 011010Z 16007KT 10SM CLR 17/11 A3007 540 67 1000 160/07 RMK AO2 T01720111
94846KORD ORD20140601041510306/01/14 04:15:31  5-MIN KORD 011015Z 16008KT 10SM CLR 18/12 A3007 540 67 1000 160/08 RMK AO2 T01780117
94846KORD ORD20140601042010306/01/14 04:20:31  5-MIN KORD 011020Z 16007KT 10SM CLR 18/12 A3007 540 67 1000 160/07 RMK AO2 T01780117
94846KORD ORD20140601042510306/01/14 04:25:31  5-MIN KORD 011025Z 16006KT 10SM CLR 18/11 A3007 540 64 1000 160/06 RMK AO2 T01780111
94846KORD ORD20140601043010306/01/14 04:30:31  5-MIN KORD 011030Z 16007KT 10SM CLR 18/11 A3007 540 64 1000 160/07 RMK AO2 T01780111
94846KORD ORD20140601043510306/01/14 04:35:31  5-MIN KORD 011035Z 16007KT 10SM CLR 18/11 A3007 540 64 1000 160/07 RMK AO2 T01780111
94846KORD ORD20140601044010306/01/14 04:40:31  5-MIN KORD 011040Z 16007KT 10SM CLR 18/11 A3007 530 64 1000 160/07 RMK AO2 T01780111
94846KORD ORD20140601044511006/01/14 04:45:31  5-MIN KORD 011045Z 16007KT 10SM CLR 17/12 A3007 530 69 1000 170/07 RMK AO2 SLP178 T01720117
94846KORD ORD20140601045012006/01/14 04:50:31  5-MIN KORD 011050Z 16007KT 10SM SCT240 SCT300 17/12 A3007 530 69 1000 160/07 RMK AO2 SLP178 T01720117
94846KORD ORD20140601045510306/01/14 04:55:31  5-MIN KORD 011055Z 16007KT 10SM CLR 18/12 A3007 530 67 1000 160/07 RMK AO2 T01780117
94846KORD ORD20140601050010306/01/14 05:00:31  5-MIN KORD 011100Z 16006KT 10SM CLR 17/12 A3007 530 69 1000 160/06 RMK AO2 T01720117
94846KORD ORD20140601050510306/01/14 05:05:31  5-MIN KORD 011105Z 16007KT 10SM CLR 17/12 A3007 530 69 1000 160/07 RMK AO2 T01720117
94846KORD ORD20140601051010306/01/14 05:10:31  5-MIN KORD 011110Z 16007KT 10SM CLR 18/12 A3007 530 67 1000 160/07 RMK AO2 T01780117
94846KORD ORD20140601051510306/01/14 05:15:31  5-MIN KORD 011115Z 15006KT 10SM CLR 18/12 A3007 530 67 1000 160/06 RMK AO2 T01780117
94846KORD ORD20140601052010306/01/14 05:20:31  5-MIN KORD 011120Z 16006KT 10SM CLR 18/12 A3007 540 65 1100 160/06 RMK AO2 T01830117
94846KORD ORD20140601052510306/01/14 05:25:31  5-MIN KORD 011125Z 16007KT 10SM CLR 19/12 A3007 540 62 1200 160/07 RMK AO2 T01890117
94846KORD ORD20140601053010306/01/14 05:30:31  5-MIN KORD 011130Z 16007KT 10SM CLR 19/12 A3007 540 60 1200 160/07 RMK AO2 T01940117
94846KORD ORD20140601053510306/01/14 05:35:31  5-MIN KORD 011135Z 16008KT 10SM CLR 19/12 A3006 540 62 1200 160/08 RMK AO2 T01940122
94846KORD ORD20140601054010306/01/14 05:40:31  5-MIN KORD 011140Z 16008KT 10SM CLR 20/12 A3006 540 58 1300 160/08 RMK AO2 T02000117
94846KORD ORD20140601054514506/01/14 05:45:31  5-MIN KORD 011145Z 16008KT 10SM FEW100 SCT240 SCT300 20/12 A3006 540 60 1300 160/08 RMK AO2 SLP176 T02000122 10200 20172 58003
94846KORD ORD20140601055014506/01/14 05:50:31  5-MIN KORD 011150Z 16008KT 10SM FEW100 SCT240 SCT300 20/12 A3007 540 58 1300 170/08 RMK AO2 SLP177 T02000117 10200 20172 58003
94846KORD ORD20140601055510306/01/14 05:55:31  5-MIN KORD 011155Z 16008KT 10SM CLR 21/12 A3007 540 56 1300 170/08 RMK AO2 T02060117
94846KORD ORD20140601060010306/01/14 06:00:31  5-MIN KORD 011200Z 17007KT 10SM CLR 21/12 A3007 540 58 1300 170/07 RMK AO2 T02060122
94846KORD ORD20140601060510306/01/14 06:05:31  5-MIN KORD 011205Z 17008KT 10SM CLR 21/12 A3006 540 56 1400 170/08 RMK AO2 T02110122
94846KORD ORD20140601061010306/01/14 06:10:31  5-MIN KORD 011210Z 17008KT 10SM CLR 21/12 A3006 540 56 1400 180/08 RMK AO2 T02110122
