94846KORD ORD20140701000014607/01/14 00:00:31  5-MIN KORD 010600Z 20019KT 10SM -RA SCT008 SCT041 BKN110 OVC130 19/17 A2972 860 87 1600 210/19 RMK AO2 PRESRR P0000 T01940172 $
94846KORD ORD20140701000513807/01/14 00:05:31  5-MIN KORD 010605Z 19016G22KT 10SM -RA SCT008 BKN041 BKN120 19/17 A2968 900 87 1700 190/16G22 RMK AO2 P0000 T01940172 $
94846KORD ORD20140701001013807/01/14 00:10:31  5-MIN KORD 010610Z 16017G22KT 10SM -RA BKN008 BKN045 BKN110 19/17 A2966 920 87 1700 160/17G22 RMK AO2 P0000 T01940172 $
94846KORD ORD20140701001515207/01/14 00:15:31  5-MIN KORD 010615Z 15013G22KT 10SM -RA BKN008 BKN048 BKN110 OVC130 19/17 A2961 960 87 1700 150/13G22 RMK AO2 PRESFR P0000 T01940172 $
94846KORD ORD20140701002013307/01/14 00:20:31  5-MIN KORD 010620Z 14011G18KT 10SM BKN008 19/17 A2959 980 87 1800 140/11G18 RMK AO2 RAE19 PRESFR P0000 T01940172 $
94846KORD ORD20140701002512607/01/14 00:25:31  5-MIN KORD 010625Z 15007G18KT 10SM BKN008 19/17 A2961 960 84 1700 150/07G18 RMK AO2 RAE19 P0000 T01940167 $
94846KORD ORD20140701003012707/01/14 00:30:31  5-MIN KORD 010630Z 27007KT 10SM BKN008 19/17 A2969 890 84 1700 270/07 RMK AO2 RAE19 PRESRR P0000 T01940167 $
94846KORD ORD20140701003513907/01/14 00:35:31  5-MIN KORD 010635Z 25009KT 10SM OVC010 20/17 A2973 850 81 1700 250/09 RMK AO2 RAE19 CIG 007V014 PRESRR P0000 T02000167 $
94846KORD ORD20140701004013207/01/14 00:40:31  5-MIN KORD 010640Z 22008KT 10SM BKN010 20/17 A2972 860 84 1700 220/08 RMK AO2 RAE19 CIG 007V014 P0000 T02000172 $
94846KORD ORD20140701004514307/01/14 00:45:31  5-MIN KORD 010645Z 17007KT 140V210 10SM OVC010 20/17 A2966 920 84 1800 170/07 140V210 RMK AO2 RAE19 SLP036 P0000 T02000172 $
