94846KORD ORD20140401000009404/01/14 00:00:35  5-MIN KORD 010600Z 19010KT 10SM CLR 13/03 A2968 900 50 900 190/10 RMK AO2 $
94846KORD ORD20140401000510104/01/14 00:05:31  5-MIN KORD 010605Z 20015G20KT 10SM CLR 13/03 A2967 900 50 1000 200/15G20 RMK AO2 $
94846KORD ORD20140401001010104/01/14 00:10:31  5-MIN KORD 010610Z 20016G22KT 10SM CLR 14/03 A2968 900 48 1000 200/16G22 RMK AO2 $
94846KORD ORD20140401001510104/01/14 00:15:31  5-MIN KORD 010615Z 20017G24KT 10SM CLR 14/03 A2968 900 48 1000 200/17G24 RMK AO2 $
94846KORD ORD20140401002010104/01/14 00:20:31  5-MIN KORD 010620Z 21017G25KT 10SM CLR 14/04 A2968 900 50 1000 210/17G25 RMK AO2 $
94846KORD ORD20140401002511904/01/14 00:25:31  5-MIN KORD 010625Z 21020G26KT 10SM CLR 14/04 A2968 900 50 1000 210/20G26 RMK AO2 PK WND 21026/0624 $
94846KORD ORD20140401003011904/01/14 00:30:31  5-MIN KORD 010630Z 21016G26KT 10SM CLR 13/04 A2967 900 52 1000 210/16G26 RMK AO2 PK WND 21026/0624 $
94846KORD ORD20140401003511304/01/14 00:35:31  5-MIN KORD 010635Z 20016KT 10SM CLR 13/04 A2967 900 52 1000 210/16 RMK AO2 PK WND 21026/0624 $
94846KORD ORD20140401004011904/01/14 00:40:31  5-MIN KORD 010640Z 21016G25KT 10SM CLR 13/04 A2967 900 52 1000 210/16G25 RMK AO2 PK WND 21026/0624 $
94846KORD ORD20140401004513604/01/14 00:45:31  5-MIN KORD 010645Z 21017G25KT 10SM CLR 13/04 A2967 900 52 1000 210/17G25 RMK AO2 PK WND 21026/0624 SLP045 T01330039 $
94846KORD ORD20140401005013604/01/14 00:50:31  5-MIN KORD 010650Z 20015G23KT 10SM CLR 13/04 A2967 910 52 1000 210/15G23 RMK AO2 PK WND 21026/0624 SLP044 T01330039 $
