94846KORD ORD20141001000010710/01/14 00:00:31  5-MIN KORD 010600Z 09007KT 10SM OVC021 13/08 A3001 590 71 500 090/07 RMK AO2 T01280078 $
94846KORD ORD20141001000510710/01/14 00:05:31  5-MIN KORD 010605Z 09008KT 10SM OVC021 13/08 A3001 590 71 500 090/08 RMK AO2 T01280078 $
94846KORD ORD20141001001010710/01/14 00:10:31  5-MIN KORD 010610Z 09008KT 10SM OVC021 13/08 A3001 590 71 500 090/08 RMK AO2 T01280078 $
94846KORD ORD20141001001510710/01/14 00:15:31  5-MIN KORD 010615Z 09008KT 10SM OVC021 13/08 A3001 600 71 500 090/08 RMK AO2 T01280078 $
94846KORD ORD20141001002010710/01/14 00:20:31  5-MIN KORD 010620Z 08008KT 10SM OVC021 13/08 A3000 600 71 500 090/08 RMK AO2 T01280078 $
94846KORD ORD20141001002510710/01/14 00:25:31  5-MIN KORD 010625Z 09008KT 10SM OVC021 13/08 A3001 590 71 500 090/08 RMK AO2 T01280078 $
94846KORD ORD20141001003010710/01/14 00:30:31  5-MIN KORD 010630Z 10009KT 10SM OVC021 13/08 A3001 590 71 500 100/09 RMK AO2 T01280078 $
94846KORD ORD20141001003510710/01/14 00:35:31  5-MIN KORD 010635Z 09010KT 10SM OVC021 12/08 A3001 590 74 400 100/10 RMK AO2 T01220078 $
94846KORD ORD20141001004010710/01/14 00:40:31  5-MIN KORD 010640Z 10009KT 10SM OVC021 12/08 A3001 590 74 400 100/09 RMK AO2 T01220078 $
94846KORD ORD20141001004511410/01/14 00:45:31  5-MIN KORD 010645Z 10009KT 10SM OVC021 12/08 A3001 590 74 400 100/09 RMK AO2 SLP162 T01220078 $
94846KORD ORD20141001005011410/01/14 00:50:31  5-MIN KORD 010650Z 10011KT 10SM OVC021 12/08 A3000 600 74 400 100/11 RMK AO2 SLP161 T01220078 $
94846KORD ORD20141001005510710/01/14 00:55:31  5-MIN KORD 010655Z 12011KT 10SM OVC020 12/08 A3000 600 74 400 130/11 RMK AO2 T01220078 $
94846KORD ORD20141001010010710/01/14 01:00:31  5-MIN KORD 010700Z 13010KT 10SM OVC020 12/08 A3000 600 74 400 130/10 RMK AO2 T01220078 $
94846KORD ORD20141001010510710/01/14 01:05:31  5-MIN KORD 010705Z 11010KT 10SM OVC020 12/08 A3000 600 74 400 120/10 RMK AO2 T01220078 $
94846KORD ORD20141001011010710/01/14 01:10:31  5-MIN KORD 010710Z 12013KT 10SM OVC020 12/08 A3000 600 74 500 120/13 RMK AO2 T01220078 $
94846KORD ORD20141001011510710/01/14 01:15:31  5-MIN KORD 010715Z 11014KT 10SM OVC020 12/08 A3000 600 74 500 110/14 RMK AO2 T01220078 $
94846KORD ORD20141001012010710/01/14 01:20:31  5-MIN KORD 010720Z 11012KT 10SM OVC020 12/08 A3000 600 74 500 110/12 RMK AO2 T01220078 $
94846KORD ORD20141001012510710/01/14 01:25:31  5-MIN KORD 010725Z 12010KT 10SM OVC020 12/08 A3000 600 74 500 120/10 RMK AO2 T01220078 $
94846KORD ORD20141001013010710/01/14 01:30:31  5-MIN KORD 010730Z 12009KT 10SM OVC020 12/08 A3000 600 74 500 130/09 RMK AO2 T01220078 $
94846KORD ORD20141001013510710/01/14 01:35:31  5-MIN KORD 010735Z 11008KT 10SM OVC021 12/08 A3000 600 74 500 120/08 RMK AO2 T01220078 $
94846KORD ORD20141001014010710/01/14 01:40:31  5-MIN KORD 010740Z 13007KT 10SM OVC021 12/08 A3000 600 74 500 130/07 RMK AO2 T01220078 $
94846KORD ORD20141001014511410/01/14 01:45:31  5-MIN KORD 010745Z 11009KT 10SM OVC021 12/08 A3000 600 74 500 120/09 RMK AO2 SLP159 T01220078 $
94846KORD ORD20141001015011410/01/14 01:50:31  5-MIN KORD 010750Z 12012KT 10SM OVC021 12/08 A3000 600 74 400 120/12 RMK AO2 SLP160 T01220078 $
94846KORD ORD20141001015510710/01/14 01:55:31  5-MIN KORD 010755Z 14010KT 10SM OVC021 12/08 A3000 600 74 400 140/10 RMK AO2 T01220078 $
94846KORD ORD20141001020010710/01/14 02:00:31  5-MIN KORD 010800Z 14011KT 10SM OVC021 12/08 A3000 600 74 400 140/11 RMK AO2 T01220078 $
94846KORD ORD20141001020510710/01/14 02:05:31  5-MIN KORD 010805Z 14008KT 10SM OVC021 12/08 A3000 600 74 500 150/08 RMK AO2 T01220078 $
94846KORD ORD20141001021010710/01/14 02:10:31  5-MIN KORD 010810Z 14010KT 10SM OVC021 12/08 A3000 600 74 400 150/10 RMK AO2 T01220078 $
94846KORD ORD20141001021510710/01/14 02:15:31  5-MIN KORD 010815Z 13010KT 10SM OVC021 12/08 A3000 600 74 500 140/10 RMK AO2 T01220078 $
94846KORD ORD20141001022010710/01/14 02:20:31  5-MIN KORD 010820Z 13009KT 10SM OVC021 12/08 A3000 600 74 500 140/09 RMK AO2 T01220078 $
94846KORD ORD20141001022510710/01/14 02:25:31  5-MIN KORD 010825Z 15007KT 10SM OVC021 12/08 A3000 600 74 500 150/07 RMK AO2 T01220078 $
94846KORD ORD20141001023010710/01/14 02:30:31  5-MIN KORD 010830Z 16006KT 10SM OVC021 12/08 A3000 600 74 500 160/06 RMK AO2 T01220078 $
94846KORD ORD20141001023510710/01/14 02:35:31  5-MIN KORD 010835Z 15006KT 10SM OVC022 12/08 A3000 600 74 500 160/06 RMK AO2 T01220078 $
94846KORD ORD20141001024010710/01/14 02:40:31  5-MIN KORD 010840Z 14006KT 10SM OVC022 12/08 A3000 600 74 500 150/06 RMK AO2 T01220078 $
94846KORD ORD20141001024512010/01/14 02:45:31  5-MIN KORD 010845Z 14005KT 10SM OVC022 12/08 A3000 600 74 500 150/05 RMK AO2 SLP158 T01220078 58005 $
94846KORD ORD20141001025012010/01/14 02:50:31  5-MIN KORD 010850Z 15005KT 10SM OVC022 12/08 A3000 600 74 500 150/05 RMK AO2 SLP159 T01220078 58005 $
94846KORD ORD20141001025510710/01/14 02:55:31  5-MIN KORD 010855Z 14006KT 10SM OVC022 12/08 A3000 600 74 500 140/06 RMK AO2 T01220078 $
94846KORD ORD20141001030010710/01/14 03:00:31  5-MIN KORD 010900Z 13007KT 10SM OVC022 12/08 A3000 600 74 500 140/07 RMK AO2 T01220078 $
94846KORD ORD20141001030510710/01/14 03:05:31  5-MIN KORD 010905Z 16006KT 10SM OVC022 12/08 A3000 600 74 500 170/06 RMK AO2 T01220078 $
94846KORD ORD20141001031010710/01/14 03:10:31  5-MIN KORD 010910Z 17008KT 10SM OVC022 12/08 A3000 600 77 500 170/08 RMK AO2 T01220083 $
